,course_title,Channel Title,Subscriber Count,Views,Likes,Comment Count,Language,Duration (Seconds),Theme,clean_course_title
6014,FRAMEWORKS  - CIRCLES (OFFICIAL MUSIC VIDEO),FRAMEWORKS,1900,20490,68,18,Unknown,277,Frameworks,FRAMEWORKS  CIRCLES OFFICIAL MUSIC VIDEO
6015,FRAMEWORKS | Neko Mulally | Snowshoe + MSA,Neko Mulally,19500,13303,812,37,Unknown,727,Frameworks,FRAMEWORKS  Neko Mulally  Snowshoe  MSA
6016,Getting Started with Framework Thinking - Frameworks in Books 📚,Vicky Zhao [BEEAMP],166000,172406,6356,154,en,570,Frameworks,Getting Started Framework Thinking  Frameworks Books 
6017,I built the same app 10 times // Which JS Framework is best?,Fireship,2670000,2303324,80180,3421,en,1318,Frameworks,built app 10 times  JS Framework best
6018,JavaScript Framework Tier List,Theo - t3․gg,192000,61960,1984,364,en,2457,Frameworks,JavaScript Framework Tier List
6019,What is a Framework and Why use Frameworks,Bitfumes,128000,332969,4086,234,en,708,Frameworks,Framework use Frameworks
6020,A COMPLETELY Upgradeable Laptop?  - Framework Laptop Review,Linus Tech Tips,15400000,5972802,277399,18652,en,1126,Frameworks,COMPLETELY Upgradeable Laptop  Framework Laptop Review
6021,3 High-Leverage Career Frameworks I Learned From Google & Consulting,Vicky Zhao [BEEAMP],166000,23602,874,26,en,814,Frameworks,3 HighLeverage Career Frameworks Learned Google  Consulting
6022,How to Present so Others Can't Help But Listen (Presentation Frameworks),Vicky Zhao [BEEAMP],166000,48725,2689,48,en,588,Frameworks,Present Cant Help Listen Presentation Frameworks
6023,FRAMEWORKS | Neko Mulally | Steel vs. Aluminum,Neko Mulally,19500,30106,1229,81,Unknown,799,Frameworks,FRAMEWORKS  Neko Mulally  Steel vs Aluminum
6024,FRAMEWORKS | Neko Mulally | Episode 1,Neko Mulally,19500,46360,2319,164,en,655,Frameworks,FRAMEWORKS  Neko Mulally  Episode 1
6025,FRAMEWORKS | Neko Mulally | World Champs,Neko Mulally,19500,13990,776,58,Unknown,275,Frameworks,FRAMEWORKS  Neko Mulally  World Champs
6026,Top 5 CSS Frameworks you should try,Michal Codes,426,42692,2204,36,Unknown,21,Frameworks,5 CSS Frameworks try
6027,Django vs. Flask - Best Backend Frameworks for 2021,Creative Tim Tutorials,35300,85258,2764,25,Unknown,29,Frameworks,Django vs Flask  Best Backend Frameworks 2021
6028,My thoughts on framework after daily driving it for 2 years,Louis Rossmann,2010000,501366,24916,2381,en,994,Frameworks,thoughts framework daily driving 2 years
6029,O QUE SÃO FRAMEWORKS E BIBLIOTECAS? QUAIS AS DIFERENÇAS?,Rafaella Ballerini,290000,107013,13230,486,Unknown,328,Frameworks,QUE SO FRAMEWORKS E BIBLIOTECAS QUAIS DIFERENAS
6030,What is a Framework?,Red Black Tech,1100,23362,682,14,Unknown,60,Frameworks,Framework
6031,"Frameworks - ""Loom"" (official video)",Topshelf Records,52800,49886,701,35,Unknown,168,Frameworks,Frameworks  Loom official video
6032,Qwik… the world's first O(1) JavaScript framework?,Fireship,2670000,645911,29603,1272,en,213,Frameworks,Qwik worlds O1 JavaScript framework
6033,Ranking The Most Popular Javascript Frameworks 2023,developedbyed,903000,143766,2414,325,en,1483,Frameworks,Ranking Popular Javascript Frameworks 2023
6036,Discover the Shocking Difference Between Frameworks and Libraries!,PrepBytes,26300,4146,221,9,en,32,Frameworks,Discover Shocking Difference Frameworks Libraries
6037,ما هو الفريمورك Framework ؟,Yehia Tech يحيى تك,112000,51112,4807,32,ar,45,Frameworks,   Framework 
6038,Frameworks - Nami,FRAMEWORKS,1900,22245,376,11,Unknown,229,Frameworks,Frameworks  Nami
6039,World Exclusive: Upgrading my Framework Laptop to AMD,Linus Tech Tips,15400000,2224068,99014,4652,en,1346,Frameworks,World Exclusive Upgrading Framework Laptop AMD
6040,What frontend framework should you use!? 👩‍💻 #tech #programming #technology #code #software,Coding with Lewis,483000,72839,4761,128,Unknown,41,Frameworks,frontend framework use  tech programming technology code software
6041,Frameworks - 'Fires' [Official Music Video],Loci Records,9010,11027,209,10,Unknown,280,Frameworks,Frameworks  Fires Official Music Video
6042,Laravel vs. Django - Best Backend Frameworks for 2021,Creative Tim Tutorials,35300,81376,2414,98,Unknown,33,Frameworks,Laravel vs Django  Best Backend Frameworks 2021
6043,"Frameworks ""Purge"" Official Video",Deathwishinc,40200,53025,753,30,Unknown,181,Frameworks,Frameworks Purge Official Video
6044,Introducing the AMD Advantage Framework Laptop 16,AMD,605000,480064,13707,965,en,254,Frameworks,Introducing AMD Advantage Framework Laptop 16
6045,Framework Laptop 6 Months Later. I'm Less Impressed 😐,Elevated Systems,47500,667508,19215,1281,en,940,Frameworks,Framework Laptop 6 Months Later Im Impressed 
6046,This Laptop changes everything! #SHORTS #laptop #framework,Linus Tech Tips,15400000,5789115,339367,2570,en,45,Frameworks,Laptop changes everything SHORTS laptop framework
6048,"Let's talk about the framework situation, what should've been done differently, and my biases",Louis Rossmann,2010000,422621,15931,1982,en,1262,Frameworks,Lets talk framework situation differently biases
6050,10 Math Concepts for Programmers,Fireship,2670000,1543495,78856,2155,en,572,Mathematics for Computer Science,10 Math Concepts Programmers
6051,"Lec 1 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,2394842,30946,1536,en,2649,Mathematics for Computer Science,Lec 1  MIT 6042J Mathematics Computer Science Fall 2010
6052,Mathematics and Computer Science at Oxford University,University of Oxford,288000,81386,874,1,en,561,Mathematics for Computer Science,Mathematics Computer Science Oxford University
6053,"Lec 2 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,666760,6752,469,en,4765,Mathematics for Computer Science,Lec 2  MIT 6042J Mathematics Computer Science Fall 2010
6054,LM097 - BSc (Education) Mathematics & Computer Science,UniversityofLimerick,7690,2347,18,0,en,121,Mathematics for Computer Science,LM097  BSc Education Mathematics  Computer Science
6055,Maths for Programmers: Introduction (What Is Discrete Mathematics?),freeCodeCamp.org,8820000,236375,4033,114,en,132,Mathematics for Computer Science,Maths Programmers Introduction What Discrete Mathematics
6056,Python vs. Math,MIT OpenCourseWare,4880000,232097,1608,35,Unknown,97,Mathematics for Computer Science,Python vs Math
6057,Applied and Computational Mathematics Graduate Program,St. John's University,2890,3155,47,3,en,134,Mathematics for Computer Science,Applied Computational Mathematics Graduate Program
6058,find the value of 4/5 of 20 and 35,SIMS,1230,42,1,0,Unknown,50,Mathematics for Computer Science,find value 45 20 35
6059,Maths for Programmers Tutorial - Full Course on Sets and Logic,freeCodeCamp.org,8820000,1288995,41674,709,Unknown,3608,Mathematics for Computer Science,Maths Programmers Tutorial  Course Sets Logic
6060,How I MASTERED Mathematics for Computer Science,Internet Made Coder,306000,44531,2004,73,en,499,Mathematics for Computer Science,MASTERED Mathematics Computer Science
6061,"Lec 5 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,179893,970,147,Unknown,4725,Mathematics for Computer Science,Lec 5  MIT 6042J Mathematics Computer Science Fall 2010
6062,"Lec 3 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,353334,3341,302,Unknown,4920,Mathematics for Computer Science,Lec 3  MIT 6042J Mathematics Computer Science Fall 2010
6063,The Math Needed for Computer Science,Zach Star,1300000,2229729,76031,1787,en,894,Mathematics for Computer Science,Math Needed Computer Science
6064,Honors Discrete Math for Computer Science,North Carolina School of Science and Mathematics,115000,1638,15,11,en,88,Mathematics for Computer Science,Honors Discrete Math Computer Science
6065,2021's Biggest Breakthroughs in Math and Computer Science,Quanta Magazine,850000,1094090,36999,840,en,685,Mathematics for Computer Science,2021s Biggest Breakthroughs Math Computer Science
6066,"Lec 4 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,324971,2261,223,Unknown,4825,Mathematics for Computer Science,Lec 4  MIT 6042J Mathematics Computer Science Fall 2010
6067,"Lec 12 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,90744,632,41,Unknown,4702,Mathematics for Computer Science,Lec 12  MIT 6042J Mathematics Computer Science Fall 2010
6068,"Lec 8 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,144107,808,108,Unknown,5006,Mathematics for Computer Science,Lec 8  MIT 6042J Mathematics Computer Science Fall 2010
6069,"Lec 6 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,358448,3474,223,Unknown,4971,Mathematics for Computer Science,Lec 6  MIT 6042J Mathematics Computer Science Fall 2010
6070,"Lec 7 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,180814,1357,103,Unknown,4961,Mathematics for Computer Science,Lec 7  MIT 6042J Mathematics Computer Science Fall 2010
6071,3 Most Important Maths Concepts for Programmers | Maths in Coding #shorts,SCALER,252000,59872,4912,28,en,44,Mathematics for Computer Science,3 Important Maths Concepts Programmers  Maths Coding shorts
6072,What is Discrete Mathematics?,Mathispower4u,277000,43717,426,18,en,150,Mathematics for Computer Science,Discrete Mathematics
6073,The TRUTH About Math for Programming,Internet Made Coder,306000,107810,4983,244,en,591,Mathematics for Computer Science,TRUTH Math Programming
6074,2020's Biggest Breakthroughs in Math and Computer Science,Quanta Magazine,850000,2161004,66880,1699,en,466,Mathematics for Computer Science,2020s Biggest Breakthroughs Math Computer Science
6075,Is Computer Science Right for You?,Gohar Khan,3230000,1666253,98032,1126,Unknown,31,Mathematics for Computer Science,Computer Science Right You
6076,The Math Needed for Computer Science (Part 2) | Number Theory and Cryptography,Zach Star,1300000,301839,12817,215,en,488,Mathematics for Computer Science,Math Needed Computer Science Part 2  Number Theory Cryptography
6077,Prestigious Projects - Mathematics And Computer Science,University of Wolverhampton,10300,971,4,0,Unknown,110,Mathematics for Computer Science,Prestigious Projects  Mathematics Computer Science
6078,Discrete Mathematics for Computer Science,Didasko Group,1380,151141,4891,155,Unknown,195,Mathematics for Computer Science,Discrete Mathematics Computer Science
6079,How much math do you need for Computer Science?,Leo Isikdogan,25900,143809,4661,143,en,321,Mathematics for Computer Science,math need Computer Science
6080,"Lec 15 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,81601,630,42,Unknown,4700,Mathematics for Computer Science,Lec 15  MIT 6042J Mathematics Computer Science Fall 2010
6081,What is Applied Mathematics? | Satyan Devadoss,The Veritas Forum,202000,161717,2128,84,en,211,Mathematics for Computer Science,Applied Mathematics  Satyan Devadoss
6082,What is Computer Science?,Zach Star,1300000,1500470,32475,1246,en,674,Mathematics for Computer Science,Computer Science
6083,Introduction to Discrete Mathematics,Neso Academy,2380000,1064442,14377,265,en,577,Mathematics for Computer Science,Introduction Discrete Mathematics
6084,"Lec 18 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,89591,862,74,Unknown,5036,Mathematics for Computer Science,Lec 18  MIT 6042J Mathematics Computer Science Fall 2010
6085,"Mathematics, Physics, Computer Science through Science at UCD",UCD - University College Dublin,48000,18583,61,3,Unknown,198,Mathematics for Computer Science,Mathematics Physics Computer Science Science UCD
6086,The Man Who Revolutionized Computer Science With Math,Quanta Magazine,850000,2608082,101734,1912,en,470,Mathematics for Computer Science,Man Revolutionized Computer Science Math
6087,Mathematics & Computer Science Double Major Accepts Job with Amazon,Dickinson College,3630,4540,30,1,en,61,Mathematics for Computer Science,Mathematics  Computer Science Double Major Accepts Job Amazon
6088,Learn Computer Science With This Book,The Math Sorcerer,769000,55355,5629,75,en,28,Mathematics for Computer Science,Learn Computer Science Book
6089,Intro to Discrete Math - Welcome to the Course!,Dr. Trefor Bazett,366000,485654,6824,245,en,359,Mathematics for Computer Science,Intro Discrete Math  Welcome Course
6090,How Important Is Math as a Developer?,Philipp Lackner,146000,44852,2152,58,en,24,Mathematics for Computer Science,Important Math Developer
6091,1.1.1 Welcome to 6.042,MIT OpenCourseWare,4880000,279764,2021,61,en,135,Mathematics for Computer Science,111 Welcome 6042
6092,"Lec 10 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,98234,529,44,Unknown,4970,Mathematics for Computer Science,Lec 10  MIT 6042J Mathematics Computer Science Fall 2010
6093,Math for Computer Science,The Math Sorcerer,769000,178797,6748,252,en,855,Mathematics for Computer Science,Math Computer Science
6094,Mathematics at MIT,Massachusetts Institute of Technology (MIT),852000,2949488,45441,2538,en,283,Mathematics for Computer Science,Mathematics MIT
6095,"Lec 9 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,112326,661,68,Unknown,5005,Mathematics for Computer Science,Lec 9  MIT 6042J Mathematics Computer Science Fall 2010
6096,Computational and Applied Mathematics at Rice University,Rice Engineering,759,4283,68,0,en,90,Mathematics for Computer Science,Computational Applied Mathematics Rice University
6097,"Lec 20 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,56861,389,22,Unknown,4922,Mathematics for Computer Science,Lec 20  MIT 6042J Mathematics Computer Science Fall 2010
6098,Conquering Math as a Computer Science Student,ForrestKnight,485000,111497,5129,320,en,541,Mathematics for Computer Science,Conquering Math Computer Science Student
6099,Computer Science Vs Computer Engineering: How to Pick the Right Major,Zach Star,1300000,1080409,24019,1491,en,580,Mathematics for Computer Science,Computer Science Vs Computer Engineering Pick Right Major
6100,Mathematics for Machine Learning [Full Course] | Essential Math for Machine Learning | Edureka,edureka!,3900000,294808,7143,73,en,6370,Mathematics for Machine Learning,Mathematics Machine Learning Full Course  Essential Math Machine Learning  Edureka
6101,The Mathematics of Machine Learning,Zach Star,1300000,454131,15775,350,en,994,Mathematics for Machine Learning,Mathematics Machine Learning
6102,All the maths you need for machine learning for FREE!,Python Programmer,405000,159885,8779,279,en,203,Mathematics for Machine Learning,maths need machine learning FREE
6103,How I’d learn ML in 2024 (if I could start over),Boris Meinardus,14500,288860,16843,324,Unknown,425,Mathematics for Machine Learning,Id learn ML 2024 if start over
6104,Mathematics For Machine Learning | Essential Mathematics - Machine Learning Tutorial | Simplilearn,Simplilearn,3540000,75508,1664,36,en,6650,Mathematics for Machine Learning,Mathematics Machine Learning  Essential Mathematics  Machine Learning Tutorial  Simplilearn
6105,Mathematics for Machine Learning Tutorial (3 Complete Courses in 1 video),My Lesson,232000,106530,4240,49,en,33975,Mathematics for Machine Learning,Mathematics Machine Learning Tutorial 3 Complete Courses 1 video
6106,Do you ACTUALLY NEED math for Machine Learning?,Nicholas Renotte,221000,97848,5850,70,Unknown,51,Mathematics for Machine Learning,ACTUALLY NEED math Machine Learning
6107,Math for Machine Learning and Data Science Specialization Review | Why You Need to Learn Math 🤔,Thu Vu data analytics,181000,43287,2177,79,en,639,Mathematics for Machine Learning,Math Machine Learning Data Science Specialization Review  Need Learn Math 
6108,#5 Data Plotting and Exploration | Machine Learning for Beginners in Hindi,Dev with Dev,66,22,2,3,hi,1110,Mathematics for Machine Learning,5 Data Plotting Exploration  Machine Learning Beginners Hindi
6109,Linear Algebra - Math for Machine Learning,Weights & Biases,43400,61616,1903,35,en,2483,Mathematics for Machine Learning,Linear Algebra  Math Machine Learning
6110,The Complete Mathematics of Neural Networks and Deep Learning,Adam Dhalla,9200,203855,10390,199,Unknown,18053,Mathematics for Machine Learning,Complete Mathematics Neural Networks Deep Learning
6111,Guide To Learning Basic Math Required For Machine Learning! Best Courses For Machine Learning Math!,Smitha Kolan - Machine Learning Engineer,62400,43376,1965,66,Unknown,521,Mathematics for Machine Learning,Guide Learning Basic Math Required Machine Learning Best Courses Machine Learning Math
6112,"Mathematics for Machine Learning and Data Science - Andrew Ng, Deeplearning.AI and Coursera!",Greg Hogg,63800,9977,245,42,en,271,Mathematics for Machine Learning,Mathematics Machine Learning Data Science  Andrew Ng DeeplearningAI Coursera
6113,Mathematics of Machine Learning,Siraj Raval,761000,436353,10720,444,en,593,Mathematics for Machine Learning,Mathematics Machine Learning
6114,Math for Machine Learning by Imperial & Coursera: REVIEW,Python Programmer,405000,48620,2371,132,en,569,Mathematics for Machine Learning,Math Machine Learning Imperial  Coursera REVIEW
6115,Mathematics for Machine Learning - Linear Algebra - Full Online Specialism,Digital Learning Hub - Imperial College London,11200,64982,1834,32,en,13840,Mathematics for Machine Learning,Mathematics Machine Learning  Linear Algebra  Online Specialism
6116,10 Math Concepts for Programmers,Fireship,2670000,1543495,78856,2155,en,572,Mathematics for Machine Learning,10 Math Concepts Programmers
6117,Lecture: Mathematics of Big Data and Machine Learning,MIT OpenCourseWare,4880000,236790,5147,177,en,2296,Mathematics for Machine Learning,Lecture Mathematics Big Data Machine Learning
6118,Machine Learning is Just Mathematics! Free Machine Learning Resources,Python Programmer,405000,222347,12190,330,en,498,Mathematics for Machine Learning,Machine Learning Mathematics Free Machine Learning Resources
6119,I can't STOP reading these Machine Learning Books!,Nicholas Renotte,221000,219555,16127,78,Unknown,26,Mathematics for Machine Learning,cant STOP reading Machine Learning Books
6120,Mathematics required for Data Science? | Machine Learning #shorts,Analytics Vidhya,48700,16280,1186,27,en,55,Mathematics for Machine Learning,Mathematics required Data Science  Machine Learning shorts
6121,Do You Need Mathematics To Learn Machine Learning?,CodeWithHarry,5210000,51047,2895,132,hi,310,Mathematics for Machine Learning,Need Mathematics Learn Machine Learning
6122,how much math do you NEED for machine learning?,Data with Sandro,3710,8234,260,28,en,601,Mathematics for Machine Learning,math NEED machine learning
6123,Machine Learning Explained in 100 Seconds,Fireship,2670000,452003,23534,429,en,155,Mathematics for Machine Learning,Machine Learning Explained 100 Seconds
6124,How Much Maths Do You Need To Know To Become A Data Scientist,Krish Naik,855000,75521,3293,122,en,944,Mathematics for Machine Learning,Maths Need Know Data Scientist
6125,How to Learn Math for Data Science (and stay sane!),Thu Vu data analytics,181000,180119,8432,297,en,817,Mathematics for Machine Learning,Learn Math Data Science and stay sane
6126,Calculus - Math for Machine Learning,Weights & Biases,43400,19617,546,17,en,2541,Mathematics for Machine Learning,Calculus  Math Machine Learning
6127,5.0. Mathematics for Machine Learning - Introduction | Machine Learning Course,Siddhardhan,95500,39171,538,23,Unknown,365,Mathematics for Machine Learning,50 Mathematics Machine Learning  Introduction  Machine Learning Course
6128,How Important Is Math For Machine Learning?,Tech With Tim,1400000,39535,2730,59,en,48,Mathematics for Machine Learning,Important Math Machine Learning
6129,Mathematics for Machine Learning - Multivariate Calculus - Full Online Specialism,Digital Learning Hub - Imperial College London,11200,28547,764,16,en,11790,Mathematics for Machine Learning,Mathematics Machine Learning  Multivariate Calculus  Online Specialism
6130,"But what is a neural network? | Chapter 1, Deep learning",3Blue1Brown,5730000,15017588,374856,6970,en,1120,Mathematics for Machine Learning,neural network  Chapter 1 Deep learning
6131,Intro to Machine Learning & Neural Networks.  How Do They Work?,Math and Science,1300000,120594,3171,250,en,6138,Mathematics for Machine Learning,Intro Machine Learning  Neural Networks Work
6132,A friendly introduction to linear algebra for ML (ML Tech Talks),TensorFlow,585000,165168,6122,180,en,2307,Mathematics for Machine Learning,friendly introduction linear algebra ML ML Tech Talks
6133,Mathematics for Machine Learning,Imperial College London,221000,11512,112,0,en,50,Mathematics for Machine Learning,Mathematics Machine Learning
6134,Mathematics for Machine Learning | Mathematics for Data Science | Intellipaat,Intellipaat,7920000,33805,747,48,en,17493,Mathematics for Machine Learning,Mathematics Machine Learning  Mathematics Data Science  Intellipaat
6135,What MATH Do You Need for MACHINE LEARNING?,Greg Hogg,63800,1798,104,7,en,594,Mathematics for Machine Learning,MATH Need MACHINE LEARNING
6136,Mathematics for Machine Learning: Linear Algebra || Linear Algebra for Machine Learning,My CS,214000,100837,2345,57,en,20749,Mathematics for Machine Learning,Mathematics Machine Learning Linear Algebra  Linear Algebra Machine Learning
6137,Lecture 01: Vectors in Machine Learning,IIT Roorkee July 2018,194000,82580,1140,62,en,2389,Mathematics for Machine Learning,Lecture 01 Vectors Machine Learning
6138,What Math Do You Need For Machine Learning?,Greg Hogg,63800,6313,366,6,en,49,Mathematics for Machine Learning,Math Need Machine Learning
6139,Grant Sanderson (3Blue1Brown): Best Way to Learn Math | AI Podcast Clips,Lex Clips,1120000,158269,5927,143,en,202,Mathematics for Machine Learning,Grant Sanderson 3Blue1Brown Best Way Learn Math  AI Podcast Clips
6140,📚3 In-Depth Machine Learning Books You Can't Miss! #machinelearning #datascience #shorts,Thu Vu data analytics,181000,65914,6255,51,en,56,Mathematics for Machine Learning,3 InDepth Machine Learning Books Cant Miss machinelearning datascience shorts
6141,Learning Machine Learning has never been easier #shorts #machinelearning #statistics #datascience,Greg Hogg,63800,414598,24236,140,en,28,Mathematics for Machine Learning,Learning Machine Learning easier shorts machinelearning statistics datascience
6142,Ready for the Mathematics for Machine Learning and Data Science Specialization? 🚀,DeepLearningAI,270000,13383,365,15,en,81,Mathematics for Machine Learning,Ready Mathematics Machine Learning Data Science Specialization 
6143,How to learn AI and ML in 2024 - A complete roadmap,Python Programmer,405000,121136,5888,74,en,164,Mathematics for Machine Learning,learn AI ML 2024  complete roadmap
6144,Stanford CS229: Machine Learning - Linear Regression and Gradient Descent |  Lecture 2 (Autumn 2018),Stanford Online,533000,1016303,10898,173,en,4697,Mathematics for Machine Learning,Stanford CS229 Machine Learning  Linear Regression Gradient Descent  Lecture 2 Autumn 2018
6145,Advice for machine learning beginners | Andrej Karpathy and Lex Fridman,Lex Clips,1120000,643455,19212,471,en,348,Mathematics for Machine Learning,Advice machine learning beginners  Andrej Karpathy Lex Fridman
6146,How to learn math for data science (the minimize effort maximize outcome way),Tina Huang,595000,106435,4275,230,en,404,Mathematics for Machine Learning,learn math data science the minimize effort maximize outcome way
6147,You DONT Need Math for Machine Learning,Edan Meyer,37200,5360,232,12,en,637,Mathematics for Machine Learning,DONT Need Math Machine Learning
6148,Andrew Ng's Secret to Mastering Machine Learning - Part 1 #shorts,Data Sensei,1200,157852,8544,57,en,48,Mathematics for Machine Learning,Andrew Ngs Secret Mastering Machine Learning  1 shorts
6149,How I Learnt Machine Learning In 6 Steps (3 months),Smitha Kolan - Machine Learning Engineer,62400,191623,7762,222,Unknown,520,Mathematics for Machine Learning,Learnt Machine Learning 6 Steps 3 months
6150,10 Math Concepts for Programmers,Fireship,2670000,1543495,78856,2155,en,572,Mathematics in Computer Science,10 Math Concepts Programmers
6151,Mathematics and Computer Science at Oxford University,University of Oxford,288000,81386,874,1,en,561,Mathematics in Computer Science,Mathematics Computer Science Oxford University
6152,LM097 - BSc (Education) Mathematics & Computer Science,UniversityofLimerick,7690,2347,18,0,en,121,Mathematics in Computer Science,LM097  BSc Education Mathematics  Computer Science
6153,"Lec 1 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,2394842,30946,1536,en,2649,Mathematics in Computer Science,Lec 1  MIT 6042J Mathematics Computer Science Fall 2010
6154,"Lec 2 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,666760,6752,469,en,4765,Mathematics in Computer Science,Lec 2  MIT 6042J Mathematics Computer Science Fall 2010
6155,Maths for Programmers: Introduction (What Is Discrete Mathematics?),freeCodeCamp.org,8820000,236375,4033,114,en,132,Mathematics in Computer Science,Maths Programmers Introduction What Discrete Mathematics
6156,Applied and Computational Mathematics Graduate Program,St. John's University,2890,3155,47,3,en,134,Mathematics in Computer Science,Applied Computational Mathematics Graduate Program
6157,Python vs. Math,MIT OpenCourseWare,4880000,232097,1608,35,Unknown,97,Mathematics in Computer Science,Python vs Math
6158,find the value of 4/5 of 20 and 35,SIMS,1230,42,1,0,Unknown,50,Mathematics in Computer Science,find value 45 20 35
6159,How I MASTERED Mathematics for Computer Science,Internet Made Coder,306000,44531,2004,73,en,499,Mathematics in Computer Science,MASTERED Mathematics Computer Science
6160,2021's Biggest Breakthroughs in Math and Computer Science,Quanta Magazine,850000,1094090,36999,840,en,685,Mathematics in Computer Science,2021s Biggest Breakthroughs Math Computer Science
6161,The Man Who Revolutionized Computer Science With Math,Quanta Magazine,850000,2608082,101734,1912,en,470,Mathematics in Computer Science,Man Revolutionized Computer Science Math
6162,3 Most Important Maths Concepts for Programmers | Maths in Coding #shorts,SCALER,252000,59872,4912,28,en,44,Mathematics in Computer Science,3 Important Maths Concepts Programmers  Maths Coding shorts
6163,Maths for Programmers Tutorial - Full Course on Sets and Logic,freeCodeCamp.org,8820000,1288995,41674,709,Unknown,3608,Mathematics in Computer Science,Maths Programmers Tutorial  Course Sets Logic
6164,The Math Needed for Computer Science,Zach Star,1300000,2229729,76031,1787,en,894,Mathematics in Computer Science,Math Needed Computer Science
6165,"Lec 12 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,90744,632,41,Unknown,4702,Mathematics in Computer Science,Lec 12  MIT 6042J Mathematics Computer Science Fall 2010
6166,What is Applied Mathematics? | Satyan Devadoss,The Veritas Forum,202000,161717,2128,84,en,211,Mathematics in Computer Science,Applied Mathematics  Satyan Devadoss
6167,Computational and Applied Mathematics at Rice University,Rice Engineering,759,4283,68,0,en,90,Mathematics in Computer Science,Computational Applied Mathematics Rice University
6168,Honors Discrete Math for Computer Science,North Carolina School of Science and Mathematics,115000,1638,15,11,en,88,Mathematics in Computer Science,Honors Discrete Math Computer Science
6169,Is Computer Science Right for You?,Gohar Khan,3230000,1666253,98032,1126,Unknown,31,Mathematics in Computer Science,Computer Science Right You
6170,Mathematics & Computer Science Double Major Accepts Job with Amazon,Dickinson College,3630,4540,30,1,en,61,Mathematics in Computer Science,Mathematics  Computer Science Double Major Accepts Job Amazon
6171,The TRUTH About Math for Programming,Internet Made Coder,306000,107810,4983,244,en,591,Mathematics in Computer Science,TRUTH Math Programming
6172,2020's Biggest Breakthroughs in Math and Computer Science,Quanta Magazine,850000,2161004,66880,1699,en,466,Mathematics in Computer Science,2020s Biggest Breakthroughs Math Computer Science
6173,"Lec 5 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,179895,970,147,Unknown,4725,Mathematics in Computer Science,Lec 5  MIT 6042J Mathematics Computer Science Fall 2010
6174,How Important Is Math as a Developer?,Philipp Lackner,146000,44852,2152,58,en,24,Mathematics in Computer Science,Important Math Developer
6175,"Lec 3 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,353334,3341,302,Unknown,4920,Mathematics in Computer Science,Lec 3  MIT 6042J Mathematics Computer Science Fall 2010
6176,What is Discrete Mathematics?,Mathispower4u,277000,43724,426,18,en,150,Mathematics in Computer Science,Discrete Mathematics
6177,"Mathematics, Physics, Computer Science through Science at UCD",UCD - University College Dublin,48000,18583,61,3,Unknown,198,Mathematics in Computer Science,Mathematics Physics Computer Science Science UCD
6178,The Math Needed for Computer Science (Part 2) | Number Theory and Cryptography,Zach Star,1300000,301839,12817,215,en,488,Mathematics in Computer Science,Math Needed Computer Science Part 2  Number Theory Cryptography
6179,What is Computer Science?,Zach Star,1300000,1500470,32475,1246,en,674,Mathematics in Computer Science,Computer Science
6180,Discrete Mathematics for Computer Science,Didasko Group,1380,151141,4891,155,Unknown,195,Mathematics in Computer Science,Discrete Mathematics Computer Science
6181,"Lec 4 | MIT 6.042J Mathematics for Computer Science, Fall 2010",MIT OpenCourseWare,4880000,324971,2261,223,Unknown,4825,Mathematics in Computer Science,Lec 4  MIT 6042J Mathematics Computer Science Fall 2010
6182,Mathematics For Programming | How Much Math Is Needed For Programming For Beginners | Simplilearn,Simplilearn,3540000,11739,367,10,en,494,Mathematics in Computer Science,Mathematics Programming  Math Needed Programming Beginners  Simplilearn
6183,Is Maths required for coding?,CodeWithHarry,5210000,579227,58014,289,hi,56,Mathematics in Computer Science,Maths required coding
